Rg,Dmax,bond_mean,bond_min,bond_max,bond_std,CN,file,energy
3.3959167243611708,10.685799160000897,4.638181367120902,2.602300265136816,10.685799160000897,1.6674317999267776,5.4,933.xyz,-1555.66793
3.396110887456187,8.829049183920844,4.634440030510734,2.603476420367146,8.829049183920844,1.6786885922192902,5.7,302.xyz,-1555.594658
3.0785447463246642,7.318765519799348,4.271560156321286,2.5942004321803696,7.318765519799348,1.309695489317682,6.0,888.xyz,-1555.592856
3.1308477865246984,8.371827089986951,4.3170983495617685,2.6039283082617377,8.371827089986951,1.4175560132727816,6.5,898.xyz,-1555.581085
3.486898185373249,10.758092426854551,4.711424554634773,2.5942366036900966,10.758092426854551,1.8485723486102346,5.9,706.xyz,-1555.569022
3.3021475938011444,8.503347791478303,4.5144827996836066,2.595883258937664,8.503347791478303,1.6091110501551542,6.1,777.xyz,-1555.557674
3.1770858716872152,9.266564439488306,4.368344410910229,2.6103430298915535,9.266564439488306,1.4762450666324112,6.2,690.xyz,-1555.519593
3.128638440891808,7.21550098514841,4.345897333354817,2.58332842,7.21550098514841,1.3150631333324359,5.8,331.xyz,-1555.507573
3.317821350599679,8.8720036242429,4.550952488390339,2.603176738206752,8.8720036242429,1.5736813258491003,5.6,735.xyz,-1555.485703
3.4015401107924066,9.353855439685097,4.648944945913631,2.6050892072631453,9.353855439685097,1.661546291998864,5.4,988.xyz,-1555.482031
3.2448616560642094,8.208138194351333,4.463726550316235,2.6147306873424605,8.208138194351333,1.5011961205565114,5.5,816.xyz,-1555.4697
3.0578624609958944,7.494774402617685,4.226254407182078,2.54500488,7.494774402617685,1.3541551426991343,6.7,275.xyz,-1555.438587
3.057937200259411,7.494959042688947,4.22637909301888,2.5451640648970333,7.494959042688947,1.3541211310337669,6.7,729.xyz,-1555.438576
3.0592498097367895,7.493948515370446,4.22819321912688,2.5454064454277234,7.493948515370446,1.3547024872592541,6.7,722.xyz,-1555.433279
3.059273129847422,7.493441521265187,4.228243528644751,2.5454037619957206,7.493441521265187,1.3546560880113512,6.7,931.xyz,-1555.433278
3.3455286765114196,9.48740712774193,4.573229853926019,2.586158996562429,9.48740712774193,1.6318310288091866,6.0,10.xyz,-1555.417784
3.3692018178252585,8.976397935589436,4.603585508105077,2.6123370308591585,8.976397935589436,1.649015170118574,5.5,815.xyz,-1555.3829
3.376048462415657,8.957566472634666,4.620931371829548,2.6133745159395994,8.957566472634666,1.6297661192150963,5.4,818.xyz,-1555.373209
3.2900144301397534,8.503871697217056,4.528198728742218,2.5988858729068327,8.503871697217056,1.5150166710878727,5.4,930.xyz,-1555.330285
3.138865038675993,8.04734036,4.331411863489642,2.600147471693183,8.04734036,1.4111705402152617,6.3,727.xyz,-1555.309712
3.135927680586951,7.005916228746803,4.354180716649079,2.5664417854800687,7.005916228746803,1.3242306773928454,6.1,337.xyz,-1555.288757
3.385266082946907,8.739866021698552,4.634845711524239,2.59708835813588,8.739866021698552,1.6305119375086419,5.8,900.xyz,-1555.26791
3.2026179156909746,6.960239176560513,4.456729951701023,2.5966656808615283,6.960239176560513,1.3190517912821706,5.4,961.xyz,-1555.249173
3.218536531865678,6.985058087243746,4.481867157541209,2.60145989,6.985058087243746,1.3154266843331754,5.2,114.xyz,-1555.239197
3.218613573175614,6.984832505721437,4.481978354202239,2.60192478,6.984832505721437,1.3154447606042219,5.2,113.xyz,-1555.23919
3.218244070179584,6.9920016628687,4.481451991080641,2.6017922647436857,6.9920016628687,1.3153342422500203,5.2,867.xyz,-1555.239135
3.0990884859309933,8.05950852,4.275825831335895,2.6303442985574708,8.05950852,1.395437264096219,6.3,732.xyz,-1555.23295
3.20882556768954,7.013541438284599,4.4679593253752365,2.60184422,7.013541438284599,1.3127762661804214,5.2,115.xyz,-1555.19279
3.184148075705955,7.810658182024521,4.385751386971623,2.589039865287887,7.810658182024521,1.4564301755419418,6.0,719.xyz,-1555.181779
3.3890059638378194,10.421755340236057,4.637936391239371,2.5993502818988286,10.421755340236057,1.6381017453697246,5.3,928.xyz,-1555.172182
3.305033848373948,8.873435846855175,4.539863977935318,2.598037278082062,8.873435846855175,1.5487324691170579,5.8,831.xyz,-1555.167578
3.279852103946377,7.69526347,4.503903830458988,2.5965405826930263,7.69526347,1.5409635614014856,5.7,281.xyz,-1555.166257
3.238498222009605,9.395761455917235,4.43769324883528,2.595243487688116,9.395761455917235,1.5489461055104903,6.1,686.xyz,-1555.144979
3.1515814181228707,7.131288968335788,4.362416794876498,2.603369450000005,7.131288968335788,1.3746705589006323,6.0,709.xyz,-1555.114359
3.36795168105478,9.22863816833927,4.60393731493037,2.5892897674266844,9.22863816833927,1.6426105793421473,5.8,28.xyz,-1554.990032
3.0705195507356353,6.896957235154591,4.259557290961363,2.62650746441282,6.896957235154591,1.3091229438776222,6.3,849.xyz,-1554.97959
3.2495792845472584,7.751695098661995,4.471445746767774,2.567436204832869,7.751695098661995,1.4996985023784262,6.0,370.xyz,-1554.932966
3.349560436928757,8.844759302710893,4.582140763448887,2.602911850622455,8.844759302710893,1.6241878602279765,6.0,792.xyz,-1554.920954
3.254007097684218,7.514925706985293,4.496108763327977,2.610582580613513,7.514925706985293,1.444888847070609,5.4,948.xyz,-1554.917773
3.2969752754179025,8.918675012360024,4.538411743414072,2.594309590904258,8.918675012360024,1.5163203296567151,5.5,304.xyz,-1554.876582
3.074866337872252,7.687387018929481,4.262124427303695,2.5502481529719794,7.687387018929481,1.3222502022243956,6.0,891.xyz,-1554.834936
3.3016243635650793,8.054340962793988,4.528515106039055,2.5907121382487723,8.054340962793988,1.5666397376376295,5.9,985.xyz,-1554.812138
3.151279322048678,7.32026970198703,4.36221673535802,2.6087278917211334,7.32026970198703,1.3738428039501278,5.7,9.xyz,-1554.810396
3.2560923879596393,9.680302276575656,4.470884003795457,2.5977024977429815,9.680302276575656,1.5309545700263856,5.9,11.xyz,-1554.756643
3.2989065685750423,10.251203245699793,4.507435732090879,2.5793189844864703,10.251203245699793,1.614891370662161,6.0,688.xyz,-1554.73131
3.132770316187502,6.942225164914293,4.353264223442237,2.6365779620244054,6.942225164914293,1.3113811043598274,5.6,759.xyz,-1554.689836
3.6444163082664263,10.247416682087499,4.876838384365026,2.5941054680172755,10.247416682087499,2.049432870335586,5.9,692.xyz,-1554.687024
3.2960041240665263,7.901685250180861,4.517196346711384,2.58228928,7.901685250180861,1.5744241170137276,5.9,731.xyz,-1554.685882
3.5086513883438477,10.74370875445255,4.767963901882797,2.591741667327549,10.74370875445255,1.7889914242565141,5.5,796.xyz,-1554.683879
3.076578839683516,6.6448743451822825,4.258018694406384,2.5974822506800916,6.6448743451822825,1.343803207341612,6.9,847.xyz,-1554.665117
3.413602498399026,8.772489326802312,4.660955870367095,2.6020372275563104,8.772489326802312,1.679972250311932,5.5,30.xyz,-1554.661088
3.3747873716653753,8.623873110000023,4.633386484920703,2.5825128256612966,8.623873110000023,1.588158164257923,5.6,833.xyz,-1554.654768
3.188716382009425,8.046748051337769,4.397027496086763,2.6114465020842346,8.046748051337769,1.443344905747322,6.0,944.xyz,-1554.635058
3.2308990168475775,7.712628768509825,4.472047507291867,2.5920305508514483,7.712628768509825,1.4097800691667237,5.6,26.xyz,-1554.608889
3.254392170655272,8.576396265762487,4.470280964301142,2.576521226548829,8.576396265762487,1.5250624051907216,5.7,940.xyz,-1554.604487
3.245615235385745,7.361180026043335,4.494356955205896,2.5944361514401484,7.361180026043335,1.4099999225370143,5.3,894.xyz,-1554.551221
3.2347629473644677,7.925639190635854,4.457019415000388,2.5800801890030662,7.925639190635854,1.4748730333223332,5.6,954.xyz,-1554.545393
3.1823965547875908,7.644047069692327,4.393529814857178,2.5981885833072806,7.644047069692327,1.424408033179056,6.0,588.xyz,-1554.545186
3.2302664316128937,9.109530817149684,4.435883665646412,2.5933658423509396,9.109530817149684,1.5174581008551007,6.0,889.xyz,-1554.540749
3.250617867385115,7.95514868547734,4.481671533232787,2.5698677390092204,7.95514868547734,1.4735488940660282,5.6,329.xyz,-1554.514736
3.2504794261334835,7.9545413266705856,4.481519318206565,2.5699530972214433,7.9545413266705856,1.4733679411106055,5.6,328.xyz,-1554.514728
3.3601628601540563,8.75197591175905,4.604023556794407,2.589132760313254,8.75197591175905,1.6082484565400412,5.7,708.xyz,-1554.514285
3.2532787129895264,7.983034202568819,4.484943151182331,2.5697804033940157,7.983034202568819,1.4759681435425798,5.6,340.xyz,-1554.505303
3.5170951700715487,9.40073603294761,4.809551153344508,2.609049325623552,9.40073603294761,1.71044834274576,5.0,277.xyz,-1554.470402
3.553943781935143,9.256894778390604,4.813804712303592,2.5789184594191887,9.256894778390604,1.8536258740582683,5.9,721.xyz,-1554.468774
3.109943703797348,7.217047730439876,4.301710304918781,2.5987025900000025,7.217047730439876,1.3662692846604887,6.0,293.xyz,-1554.442154
3.2082065964629307,8.016721925076512,4.440592295085511,2.57995427653543,8.016721925076512,1.4000235056841381,5.4,273.xyz,-1554.417046
3.305926888583839,8.407909672933632,4.5445314826420375,2.623260024034428,8.407909672933632,1.538974133826536,5.8,118.xyz,-1554.413958
3.357673936679273,8.457923139518787,4.607053516823561,2.606787673246268,8.457923139518787,1.588401588692511,5.6,890.xyz,-1554.389354
3.1561925783245677,8.03077714,4.354532830354127,2.6012800421632227,8.03077714,1.4213954023352273,5.9,348.xyz,-1554.381549
3.200670085243186,8.922197817834586,4.414009743400193,2.5212260100015715,8.922197817834586,1.447226895785404,6.3,971.xyz,-1554.378931
3.200694846297357,8.921237190762394,4.414048482455968,2.521397930000044,8.921237190762394,1.4472240141465336,6.3,968.xyz,-1554.378923
3.327503998808826,8.501168183253185,4.566999134834168,2.592669776263189,8.501168183253185,1.5702116871005336,5.6,196.xyz,-1554.364084
3.2677309149489457,8.020052323093678,4.495762835268578,2.5985141001931633,8.020052323093678,1.510051461190123,5.7,707.xyz,-1554.357546
3.446170544130185,9.447985095742398,4.708144455937916,2.587114071045077,9.447985095742398,1.6883948206046249,5.3,408.xyz,-1554.338684
3.1481513520520834,7.8306924,4.344281977783292,2.60934974,7.8306924,1.415173728182601,5.9,782.xyz,-1554.331682
3.1483535116359214,7.80643263,4.344771983744247,2.59920421,7.80643263,1.4146131736172394,5.9,347.xyz,-1554.322171
3.2695600840530896,8.557699967416976,4.49842018033242,2.603901209772682,8.557699967416976,1.5104753705586054,5.6,297.xyz,-1554.2955
3.4625447342451543,8.909737222983555,4.723185108349687,2.605603700022011,8.909737222983555,1.71682566190758,5.4,213.xyz,-1554.257775
3.224061323153843,8.263655434263846,4.430878124343961,2.595825843859973,8.263655434263846,1.5041726533803939,5.9,272.xyz,-1554.24416
3.6038038667519787,9.00590777326489,4.9463778263479625,2.588321156847197,9.00590777326489,1.7001349772420624,4.7,7.xyz,-1554.235126
3.4545546861048684,9.839445931757759,4.714146255091316,2.593213354385291,9.839445931757759,1.7077104911529888,5.3,689.xyz,-1554.230801
3.716893912931982,10.796327242936833,4.979210398918506,2.5867603384718594,10.796327242936833,2.0772619680057542,5.8,767.xyz,-1554.229044
3.7207989122875227,11.370987445858772,4.995026673899297,2.582246504334195,11.370987445858772,2.053751810593532,5.4,237.xyz,-1554.207672
3.2001586925974657,9.01393583183842,4.4059313505039315,2.578465000672396,9.01393583183842,1.4694100617798294,5.9,787.xyz,-1554.206192
3.421878537191152,10.532930883746088,4.687251802949613,2.5992913286869057,10.532930883746088,1.641618911733828,5.0,733.xyz,-1554.18361
4.536828469592035,13.56096640170462,6.020879587508557,2.5919286661768415,13.56096640170462,2.668091616920953,4.3,660.xyz,-1554.182184
4.537023547128772,13.56317568219351,6.021108800230243,2.5921100021925665,13.56317568219351,2.668273664483064,4.3,148.xyz,-1554.182181
3.3100496848642993,10.273960240821514,4.522311153497024,2.5858025198297567,10.273960240821514,1.6213276198041462,5.8,678.xyz,-1554.181389
3.2797216208882767,8.140541017528317,4.514373021205163,2.57630381211068,8.140541017528317,1.5092526743788999,5.4,949.xyz,-1554.173172
3.270115995642599,7.1636998382342485,4.536166771613495,2.6133928555548622,7.1636998382342485,1.3951346748135047,5.2,13.xyz,-1554.128204
3.3892191234316256,8.017098769273979,4.653273048774229,2.5861059546081657,8.017098769273979,1.5947367035315194,5.4,945.xyz,-1554.096016
3.3752821020263233,8.710741995665769,4.599391671557811,2.586340869100173,8.710741995665769,1.6866657179064062,6.2,730.xyz,-1554.089651
3.1981773233738946,7.695817324085484,4.405393959187465,2.6003065662663203,7.695817324085484,1.4618808080535928,5.7,848.xyz,-1554.058158
3.1333901129117816,7.81980646,4.32547581559789,2.58150834,7.81980646,1.4037038004498472,6.2,248.xyz,-1554.035365
3.3033306624819936,8.476286332362744,4.545133567135823,2.586428370852012,8.476286332362744,1.52532752851525,5.5,198.xyz,-1554.016208
3.453346488244885,9.74618664,4.711325105504625,2.5756368551701296,9.74618664,1.7103633385074586,5.5,259.xyz,-1554.009292
3.2743785540703696,8.478246902486584,4.497117330156466,2.5939479956727256,8.478246902486584,1.53624594439492,5.8,12.xyz,-1554.008166
4.437964555490145,11.968190927130156,5.9207062847028284,2.5866047804159398,11.968190927130156,2.53838969647167,4.3,870.xyz,-1553.998235
3.1794001394284575,7.655653100001265,4.394902314008869,2.5777393572467076,7.655653100001265,1.4058692018453454,6.0,323.xyz,-1553.997718
3.1909281348771796,7.834165280000263,4.410138683640537,2.584175639476068,7.834165280000263,1.4131609940620968,5.8,943.xyz,-1553.987536
3.191073076696384,7.837040940059544,4.410310089244449,2.583918052475528,7.837040940059544,1.4133159000520539,5.8,312.xyz,-1553.987531
3.3475489945058388,9.355760735420157,4.57441800667437,2.580288505712644,9.355760735420157,1.6372429549654017,5.6,693.xyz,-1553.985349
3.1463591196762137,7.8296444814384065,4.350639441136364,2.5781331013110087,7.8296444814384065,1.386820447252284,6.0,935.xyz,-1553.964507
3.6567985184835323,10.75498086112779,4.9268345373912314,2.5974195064691408,10.75498086112779,1.9745301976028913,5.5,235.xyz,-1553.957533
3.1129985848702546,7.190186543731526,4.313315793625348,2.61176654,7.190186543731526,1.3440292813197605,5.7,296.xyz,-1553.949756
3.1210113544984086,7.806481649633066,4.310797643159499,2.576575250742738,7.806481649633066,1.3906704429935361,5.9,286.xyz,-1553.930584
3.3422205888376033,8.674858229813303,4.582844833067148,2.586538035836939,8.674858229813303,1.5898266196535258,5.5,718.xyz,-1553.899607
3.3946308336556426,11.22184245580006,4.611462461886031,2.5821366928546534,11.22184245580006,1.7350206250688223,5.7,681.xyz,-1553.899189
3.455888179589406,8.747169354372172,4.721283163477929,2.589909515824172,8.747169354372172,1.693541183780997,5.4,895.xyz,-1553.893351
3.3419534651117213,8.19429375076055,4.5840105875688355,2.58257794,8.19429375076055,1.585252975772049,5.5,705.xyz,-1553.88473
3.6455348031182355,9.966680399439243,4.976669600257008,2.596400601594916,9.966680399439243,1.796813672130772,4.8,299.xyz,-1553.880941
3.514304877146074,8.708160160991033,4.764779415540269,2.595367923025778,8.708160160991033,1.8207245503073703,5.4,806.xyz,-1553.880133
4.416659580598595,11.957817460004737,5.908091950328914,2.589636993231208,11.957817460004737,2.4888089697179745,4.3,157.xyz,-1553.868871
4.448570154291461,11.982194028838045,5.931631775289978,2.5882080504674794,11.982194028838045,2.5520009979840066,4.3,873.xyz,-1553.846892
4.389636448161204,11.952247158296045,5.86871377359547,2.5864907195521503,11.952247158296045,2.4812748484447926,4.3,645.xyz,-1553.844201
4.389626688366479,11.95218394070414,5.868705682545583,2.586415808652854,11.95218394070414,2.4812575446049707,4.3,662.xyz,-1553.844198
4.389553317831615,11.951926488211509,5.868636731117213,2.5865882425457527,11.951926488211509,2.481146780523785,4.3,737.xyz,-1553.843969
3.5416727083025283,10.059960618961494,4.844152133210451,2.5925272855085506,10.059960618961494,1.719595052080468,4.7,288.xyz,-1553.835336
3.2144258840549504,8.945774436975212,4.426429714933851,2.53232943943358,8.945774436975212,1.4733798412461296,5.9,713.xyz,-1553.830173
4.056806478155414,11.893536720001356,5.415635248572433,2.6147047142807756,11.893536720001356,2.3123106732980117,5.1,590.xyz,-1553.790336
4.0566571721031295,11.89332818,5.415436676930547,2.6148256126196947,11.89332818,2.3122238184168467,5.1,421.xyz,-1553.790334
4.452954962007944,13.0748061,5.94350389805665,2.584041044847385,13.0748061,2.5403909898707315,4.3,160.xyz,-1553.788891
3.3864617453635524,10.40546664940222,4.608169327566249,2.56982894426269,10.40546664940222,1.7098479098412944,5.8,680.xyz,-1553.788298
3.4897339161268923,9.52469168055848,4.766213920306624,2.6064105428483924,9.52469168055848,1.7137879186066711,5.1,205.xyz,-1553.787663
3.228240910510195,9.512814615543803,4.446413315291197,2.604052129674818,9.512814615543803,1.476810860674373,5.5,980.xyz,-1553.759792
3.705225114054344,13.982433390369119,4.945689651117385,2.580031065161049,13.982433390369119,2.11333194950807,5.4,696.xyz,-1553.758535
3.7448992744780294,10.291065679582111,5.047247099222053,2.600587825299625,10.291065679582111,2.0177972786092604,5.3,187.xyz,-1553.755614
3.8538947975472433,9.782964639581106,5.230679287353025,2.5925460221833005,9.782964639581106,1.982197141364744,4.7,839.xyz,-1553.738382
3.6467939098243307,11.475724328250584,4.9993995986423,2.591847849728748,11.475724328250584,1.7378193207099846,4.2,137.xyz,-1553.737843
4.365458940167142,11.459902492599515,5.8455359246490906,2.583023646167552,11.459902492599515,2.4457473690364435,4.3,871.xyz,-1553.735471
3.144418045413545,8.227254204954285,4.354204886390701,2.599120890325352,8.227254204954285,1.3660991874907604,5.5,710.xyz,-1553.719385
3.2800288884981117,9.737897356610963,4.500881462568837,2.5864786097772026,9.737897356610963,1.5506072460169702,5.7,236.xyz,-1553.713933
3.127123179524558,8.06008649,4.328405404675472,2.60290634,8.06008649,1.3645008312544527,5.9,573.xyz,-1553.710575
3.1496710626396727,8.29064936,4.361263667480848,2.6006763512262916,8.29064936,1.3690710043908942,5.5,574.xyz,-1553.708937
3.1276048915297765,8.11361138,4.328287557060397,2.60304764,8.11361138,1.3672105759589772,5.9,998.xyz,-1553.703898
3.154244218642139,7.91523238,4.3751503057974235,2.6043705318415458,7.91523238,1.3466281596220946,5.5,575.xyz,-1553.700014
3.1542590446264227,7.91517286,4.375174075613792,2.6043687251855836,7.91517286,1.3466240205758606,5.5,597.xyz,-1553.700014
3.1543066302550544,7.91517576,4.375241954058166,2.604460031403641,7.91517576,1.3466382154069862,5.5,577.xyz,-1553.700013
3.1539593395510965,7.9154148,4.374722057981374,2.604392353503917,7.9154148,1.3466146464586566,5.5,576.xyz,-1553.699996
3.168853988816803,7.2034014775731725,4.384954734243746,2.5916566,7.2034014775731725,1.3865699693780222,5.8,280.xyz,-1553.696638
3.197839091277602,8.59946274,4.4065745333230995,2.5865385102728533,8.59946274,1.456728793692105,5.9,886.xyz,-1553.69394
3.5320538058666524,10.370687177447778,4.81852158233641,2.582485667268513,10.370687177447778,1.7498497131551358,5.1,723.xyz,-1553.683823
3.4882178625321316,8.687821390649072,4.792675634025959,2.5868600863668982,8.687821390649072,1.63107228230231,5.0,294.xyz,-1553.667805
3.41582976919165,8.199424788091637,4.677978742137387,2.6030780198999652,8.199424788091637,1.6415488775395186,5.5,285.xyz,-1553.667577
3.41454538958039,8.584303853828926,4.715394695820935,2.6080677500511413,8.584303853828926,1.524071633286431,4.8,860.xyz,-1553.647827
3.588504772823971,9.581340384322498,4.893392482790495,2.587332755523206,9.581340384322498,1.7837323446397741,5.1,770.xyz,-1553.644068
3.413110761942116,8.578686593017547,4.713430923190719,2.609561045572905,8.578686593017547,1.5233771423189622,4.8,987.xyz,-1553.639654
3.4132311098569525,8.578876409434363,4.713604579682192,2.609734442374668,8.578876409434363,1.5234076574101312,4.8,760.xyz,-1553.639651
3.4126114683456863,8.577141750289304,4.712732060124265,2.6098368154386593,8.577141750289304,1.5231833731099433,4.8,141.xyz,-1553.639366
3.408281640665579,8.578793699042375,4.706263263196771,2.607171772677972,8.578793699042375,1.5227722132846053,4.8,865.xyz,-1553.636314
3.408320114124527,8.57891816696338,4.706314665992966,2.607090234238937,8.57891816696338,1.5227947546125011,4.8,858.xyz,-1553.636311
3.4082090633321047,8.578684316559524,4.706159199178053,2.607176492296882,8.578684316559524,1.5227517389122274,4.8,761.xyz,-1553.63631
3.408247368414407,8.578874668180472,4.706206578576454,2.607092776368255,8.578874668180472,1.5227859828654888,4.8,869.xyz,-1553.636297
3.4157396531330884,8.58418508134049,4.717172535157477,2.6064346954406594,8.58418508134049,1.5242046640927187,4.8,140.xyz,-1553.635898
3.322019223293676,7.633843560244377,4.574016659350719,2.5880435999511158,7.633843560244377,1.5244311836557358,5.5,946.xyz,-1553.632494
3.1953598868225868,7.432665571454361,4.41948137651316,2.6030079223944242,7.432665571454361,1.4049891287874736,5.4,892.xyz,-1553.621115
4.546640964693128,13.04549832898072,6.0345927714736405,2.5872865183971783,13.04549832898072,2.6722943993167325,4.3,872.xyz,-1553.599614
3.742333592255341,9.138046873536123,5.086289192478623,2.577979127117217,9.138046873536123,1.9060751023131595,4.9,263.xyz,-1553.586011
3.1999662180551733,7.604038453279784,4.419793503438961,2.5993746229341386,7.604038453279784,1.426032239519007,5.2,279.xyz,-1553.57009
3.441814219658214,8.998416881924774,4.719331138803409,2.5857573314913624,8.998416881924774,1.637422211888773,5.2,44.xyz,-1553.551724
3.664772679625806,10.416399797082503,4.9492516819822665,2.580929101414064,10.416399797082503,1.9492991511234852,5.2,225.xyz,-1553.546726
3.2709163319091075,8.520559450669785,4.5082840647063875,2.612252345321587,8.520559450669785,1.4869425870429926,5.4,789.xyz,-1553.543247
3.4098604962759995,8.480324990817106,4.686241048324491,2.5825924300002567,8.480324990817106,1.5908085206894866,4.8,896.xyz,-1553.540372
3.374078374979644,8.058404510000019,4.659705482646159,2.5914886900000003,8.058404510000019,1.5054037884935045,4.9,333.xyz,-1553.5287
3.5928118538392573,9.321021104933203,4.906785624308333,2.578101212479309,9.321021104933203,1.764996553919261,5.0,807.xyz,-1553.521083
3.3793099132834916,9.750872014795062,4.614551356932666,2.5835211624131773,9.750872014795062,1.6619269002418897,5.4,121.xyz,-1553.507074
3.339527431513866,8.590969265269242,4.59513609707338,2.5869222201169664,8.590969265269242,1.5414467774791334,5.4,687.xyz,-1553.497374
3.434559638842835,10.22528983159261,4.665508605203699,2.592323041879227,10.22528983159261,1.75595067109854,5.5,884.xyz,-1553.494883
3.2329602502133725,6.946528904557678,4.485614312528895,2.614170007449707,6.946528904557678,1.3760479359011963,5.2,820.xyz,-1553.490919
3.7194683689054178,11.114241539901801,4.9833818921323285,2.5850375573236146,11.114241539901801,2.076958390140677,5.2,700.xyz,-1553.479507
3.669689212409646,10.54811994476218,4.964972909709578,2.566449344266357,10.54811994476218,1.928573680514566,4.8,720.xyz,-1553.477833
